Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,Average NAR,avrg
799,PHA5873,PHA5873_H_Hailan_Road_MDPH1531,3,C4-MBD-08,,E.Co,e.coPK016486PU,1,0.9401658950617284,0.9828896604938272,1,1,1,1,1,1,1,1,1,1,1,0.9535686728395062,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993831211419753,0.9938312114197531
800,RUR0435,RUR0435_DhalDholan_NEW,3,C4-MBD-08,,Telenor,LPHR03,1,1,1,1,0.6560185185185186,1,0.8040895061728395,1,1,1,1,1,1,1,1,0.9397800925925925,0.6913503086419753,0.9947916666666666,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9543015046296297,0.9543015046296296
801,RUR1063,RUR1063__Narang,3,C4-MBD-08,13,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8726273148148148,1,1,1,1,0.9972222222222222,1,1,1,1,1,1,1,1,1,1,1,0.9934924768518518,0.9934924768518519
802,RUR6072,RUR6072__S_Mianwal Ranjha warid_MR4V4341,4,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,1,1,1,0.9849537037037037,1,1,1,1,1,1,1,1,0.9825520833333333,1,1,1,1,1,1,1,1,1,1,1,1,0.9983752893518518,0.9983752893518519
803,RUR6067,RUR6067__S_Bherowal warid_MDPH7511,3,C4-MBD-08,,Telenor,LBW001,1,1,1,1,1,1,0.9353395061728395,0.9896412037037037,0.9651813271604939,1,1,1,0.7471836419753086,1,1,1,1,0.8146875,0.664386574074074,1,1,1,1,1,1,1,1,1,1,1,1,0.9558209876543209,0.9558209876543209
804,AKD2954,AKD2954__Amrakhurd,3,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,0.9242476851851852,1,1,1,1,1,1,1,1,1,1,1,1,0.948804012345679,1,1,1,1,1,1,1,1,1,1,1,0.9936525848765433,0.9936525848765432
805,RUR6222,RUR6222__S_Mandi_bahudin_chak2_MDMB4326,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,1,1,0.9624421296296296,1,1,1,1,1,0.9894984567901235,0.8243518518518519,0.7668402777777777,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.977156635802469,0.9771566358024691
806,MBN6538,MBN6538__S_GraveyardGurrahMohalla,3,C4-MBD-08,,Enfrashare,EC1-MBD-01786,1,1,0.9975115740740741,1,1,1,1,1,0.9083912037037037,1,1,1,1,1,1,1,0.9538001543209876,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9929851466049383,0.9929851466049382
807,RUR0398,RUR0398__S_Village_Nunanwali_MR2X2707,4,C4-MBD-08,,GLO,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8038628472222222,1,0.9961805555555555,1,0.8796961805555555,0.9231047453703703,1,1,1,1,1,1,1,1,1,1,1,0.9801422164351852,0.9801422164351853
808,RUR0505,RUR0505__Lak,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,0.9509837962962963,0.9812692901234568,1,1,1,0.9970486111111111,1,1,1,1,1,1,1,1,0.9938657407407407,1,1,1,1,1,1,1,1,1,1,1,0.9961583719135803,0.9961583719135803
809,GOW6983,GOW6983__DeraSarfana,3,C4-MBD-08,31,Stand by,,1,1,1,1,1,1,0.9028240740740741,1,1,1,1,0.996875,1,1,1,0.9856481481481482,1,1,1,0.9923611111111111,1,1,1,1,1,1,1,1,1,1,1,0.9938854166666667,0.9938854166666666
810,HWY1732,HWY1732__Guliana,4,C4-MBD-08,27,Stand by,,1,0.9707262731481482,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9968315972222223,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9983778935185186,0.9983778935185186
811,MIR2208,MIR2208__CHHIMBER,3,C4-MBD-08,30,Stand by,,1,1,0.9670138888888888,1,1,1,1,1,1,1,1,1,0.9898726851851852,1,0.9825424382716049,0.9988425925925926,0.9857638888888889,1,0.8537037037037037,0.9927854938271605,1,1,1,1,1,1,1,1,1,1,1,0.9885262345679013,0.9885262345679012
812,RUR0736,RUR0736_ChemoShana,3,C4-MBD-08,9,Stand by,,1,0.9594328703703704,1,1,1,1,0.9927662037037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9976099537037036,0.9976099537037036
813,RUR6158,RUR6158__S_Adda Muna Musa Sargodha Road  warid_MR335303,4,C4-MBD-08,30,Stand by,,0.9929108796296297,1,1,1,1,1,0.9991753472222222,1,1,1,1,1,1,0.9972222222222222,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9994654224537036,0.9994654224537036
814,RUR4913,RUR4913__DNGMangowalKhojaVlg,3,C4-MBD-08,20,Stand by,,1,0.9927854938271605,1,1,0.7173842592592594,1,0.9855324074074074,0.804417438271605,1,1,1,1,1,1,1,1,0.9939814814814815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9747050540123456,0.9747050540123456
815,GJA6164,GJA6164__S_Dairah_NazarMGondal_MandiBahaodin warid_MR335411,4,C4-MBD-08,20,Stand by,,1,1,0.9849103009259259,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9983796296296297,0.9969184027777778,1,1,1,1,1,1,1,1,1,1,1,1,0.9990104166666665,0.9990104166666667
816,RUR0188,RUR0188__Qadirabad_new,4,C4-MBD-08,9,Stand by,,1,1,1,1,1,0.986400462962963,1,1,1,1,1,1,1,1,1,0.946400462962963,1,0.9507378472222222,0.9680555555555556,1,1,1,1,1,1,1,1,1,1,1,1,0.992579716435185,0.9925797164351852
817,RUR0732,RUR0732_SalemaNEW,3,C4-MBD-08,9,Stand by,,0.8751581790123456,0.821778549382716,0.9573726851851851,0.9590277777777778,0.9383680555555556,0.9393132716049383,0.8931905864197531,0.9377893518518519,0.9357831790123456,0.946875,0.9669560185185185,0.9511766975308642,0.9635223765432099,0.976099537037037,0.9026234567901236,0.9781828703703703,0.9644097222222222,0.9704282407407407,0.9725694444444445,0.9399498456790123,1,1,1,1,1,1,1,1,1,1,1,0.9395287422839507,0.9395287422839506
818,DAD6974,DAD6974__BharayWalaPhalia,4,C4-MBD-08,30,Stand by,,0.9954861111111111,1,1,1,1,1,1,1,1,0.995703125,0.9960358796296296,1,0.9953269675925925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9991276041666668,0.9991276041666667
819,KHR2637,KHR2637__BidarMarjan,3,C4-MBD-08,31,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9450231481481481,1,1,1,1,1,1,1,1,1,1,1,0.9972511574074074,0.9972511574074074
820,DNG6229,DNG6229__S_Mohallah_Baggi_MDLM2861,3,C4-MBD-08,20,Stand by,,1,1,1,0.9779513888888889,1,1,0.9896412037037037,0.9380787037037037,1,1,1,1,1,1,1,1,1,0.9916859567901235,1,0.986574074074074,1,1,1,1,1,1,1,1,1,1,1,0.9941965663580248,0.9941965663580247
821,RUR1066,RUR1066__Shaheedanwali,3,C4-MBD-08,20,Stand by,,1,1,0.9868055555555556,1,1,1,0.9969135802469136,1,1,1,1,1,1,1,1,1,1,1,1,0.9956597222222222,1,1,1,1,1,1,1,1,1,1,1,0.9989689429012346,0.9989689429012345
822,RUR1062,RUR1062_Chak_jano_kalan,3,C4-MBD-08,9,Stand by,,0.9722029320987654,0.9649575617283951,0.9706404320987654,0.9884452160493827,0.9800154320987654,0.9746720679012346,0.8586998456790124,0.9628086419753087,0.9880787037037037,0.9524305555555556,0.9653819444444445,0.9940972222222222,0.9536111111111111,0.9337384259259259,1,1,0.9707754629629629,0.9741319444444444,0.9877700617283951,0.9683449074074074,1,1,1,1,1,1,1,1,1,1,1,0.9680401234567901,0.9680401234567901
823,RUR4314,RUR4314__BHEChak22Malikwal,3,C4-MBD-08,9,Stand by,,1,1,0.9440393518518518,1,1,1,1,1,1,1,1,0.8994097222222223,0.39320601851851855,1,1,0.7592206790123458,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.949793788580247,0.9497937885802469
824,RUR3508,RUR3508__DNGShahana,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
825,BGA6987,BGA6987__KhewaMandi,3,C4-MBD-08,30,Stand by,,0.9340856481481481,1,0.9920138888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9963049768518518,0.9963049768518519
826,RUR6178,RUR6178__S_Ghunian_Village_Samma_Road_MR2C3723,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,0.8899691358024692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9944984567901235,0.9944984567901234
827,HFQ8540,HFQ8540__ChotDheeran,3,C4-MBD-08,9,Stand by,,1,0.977025462962963,1,1,0.9089699074074075,0.921261574074074,0.9611033950617284,1,1,1,1,1,1,1,1,0.96875,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9868555169753087,0.9868555169753087
828,RUR0776,RUR0776__BahddarMor,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9983796296296297,1,1,1,1,1,1,1,1,1,1,1,1,0.9999189814814814,0.9999189814814815
829,DNG6228,DNG6228__S_Mohalla_Kisabaan_MDLM2862,4,C4-MBD-08,31,Stand by,,1,1,1,1,1,1,1,1,1,1,0.9818431712962963,1,1,1,1,1,1,0.9741753472222222,0.9752604166666666,1,1,1,1,1,1,1,1,1,1,1,1,0.9965639467592593,0.9965639467592592
830,RUR1771,RUR1771_MorhiSharif,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9095100308641976,1,1,1,1,1,1,1,1,1,1,1,0.9954755015432099,0.9954755015432099
831,RUR0180,RUR0180_Manget,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9878086419753086,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9993904320987653,0.9993904320987654
832,KHJ6979,KHJ6979__KhujianwalaGujrat,3,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,1,1,0.9994212962962963,1,1,1,1,1,1,1,1,1,1,0.945775462962963,1,1,1,1,1,1,1,1,1,1,1,0.997259837962963,0.9972598379629629
833,DIL2201,DIL2201__Basoha,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,0.9969328703703704,1,1,1,1,0.9913194444444444,1,1,0.8734953703703704,1,1,0.980054012345679,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9920900848765433,0.9920900848765432
834,MLL8787,MLL8787__GreenTown,3,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8404359567901234,1,1,1,1,1,1,1,1,1,1,1,0.9920217978395062,0.9920217978395062
835,KHR0629,KHR0629__GalianaRoad,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,1,1,0.9938078703703703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9996903935185184,0.9996903935185185
836,KHR0242,KHR0242__GTRoadKharian,3,C4-MBD-08,20,Stand by,,1,1,1,0.9588348765432099,1,1,1,1,1,1,1,1,0.9863233024691358,1,1,1,0.8547530864197531,0.9393518518518519,1,0.9391975308641975,1,1,1,1,1,1,1,1,1,1,1,0.9839230324074076,0.9839230324074074
837,RUR6534,RUR6534__S_KhoriAlam,3,C4-MBD-08,,E.Co,e.coPK019337PU,0.9767554012345679,1,1,1,1,1,0.9242476851851852,1,1,1,0.7059683641975308,0.9106674382716049,0.9437461419753086,0.9597800925925926,0.9154976851851852,0.9195601851851852,0.8932484567901234,0.9342862654320988,0.8881751543209877,0.8752430555555556,1,1,1,1,1,1,1,1,1,1,1,0.9423587962962963,0.9423587962962964
838,HWY0478,HWY0478__MalikPura,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9972222222222222,1,1,1,1,1,1,1,1,1,1,1,0.9998611111111112,0.9998611111111111
839,PPW3212,PPW3212__KhanWali,4,C4-MBD-08,,CP Prime,,1,1,0.9305266203703704,1,1,1,1,1,1,0.9988859953703704,1,1,1,0.9780092592592593,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99537109375,0.99537109375
840,CML9909,CML9909__Chak_Saada,3,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,1,1,1,0.9708912037037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985445601851852,0.9985445601851852
841,RUR8759,RUR8759__Matwanwala,4,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9959924768518519,1,0.9962818287037037,1,1,1,1,1,1,1,1,1,1,1,1,0.9996137152777779,0.9996137152777778
842,MBN9802,MBN9802__MohalahManzorabad_N,3,C4-MBD-08,30,Stand by,,0.9902199074074074,1,1,0.9936921296296296,1,0.9572916666666667,1,1,0.8398341049382716,1,1,1,1,1,1,0.7457870370370371,0.7456867283950617,0.9440432098765432,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9608277391975308,0.9608277391975308
843,RUR0733,RUR0733_Mona Depot,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
844,RUR4533,RUR4533__MBNFahdFlourMill,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9598842592592592,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9979942129629631,0.997994212962963
845,MCK8972,MCK8972__RanmalSharif,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,0.9947916666666666,0.9978973765432099,1,1,1,1,1,1,1,1,1,1,1,1,0.9879050925925926,1,1,1,1,1,1,1,1,1,1,1,0.9990297067901235,0.9990297067901234
846,MIR2211,MIR2211__BhaoGhaseetPur,4,C4-MBD-08,27,Stand by,,1,1,0.9682320601851852,1,1,1,1,1,1,1,1,1,1,1,1,0.998828125,0.9857060185185185,1,0.8672453703703704,0.992578125,1,1,1,1,1,1,1,1,1,1,1,0.9906294849537037,0.9906294849537036
847,RUR1731,RUR1731__Dhunni,3,C4-MBD-08,31,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9519675925925926,1,0.9961805555555555,1,0.8796296296296297,0.9986689814814815,1,1,1,1,1,1,1,1,1,1,1,0.991322337962963,0.9913223379629629
848,BGL2205,BGL2205__PindiHashim,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,1,0.9967978395061728,1,1,1,0.9965663580246914,1,1,1,1,0.9467592592592593,1,1,0.9173611111111111,1,1,1,1,1,1,1,1,1,1,1,0.9928742283950616,0.9928742283950618
849,MBN6230,MBN6230__S_MohallahShafaqtabad_MDMB3286,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,0.8192901234567902,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9909645061728394,0.9909645061728395
850,NKW6941,NKW6941__NakkayWalaChwkGojra,3,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
851,RUR6176,RUR6176__S_Dhol_Ranjha_MDPH1532,4,C4-MBD-08,9,Stand by,,0.9217766203703703,0.9813888888888889,0.8110763888888889,0.9034664351851852,0.9361111111111111,0.9391203703703703,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9746469907407407,0.9746469907407408
852,RUR0748,RUR0748__CivilCourts_NEW,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,1,0.9972800925925925,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998640046296297,0.9998640046296297
853,RUR4413,RUR4413__DNGMojianwala,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,0.9236689814814815,1,1,1,1,1,1,1,1,1,1,1,1,0.9480902777777778,1,1,1,1,1,1,1,1,1,1,1,0.9935879629629628,0.9935879629629629
854,MBN4532,MBN4532__Rasoolroad,3,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,1,0.9967592592592592,0.8758487654320988,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.993630401234568,0.9936304012345678
855,RUR6175,RUR6175__S_Mohalla_ShamsAbad_MandiBahaodin_MR335410,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
856,DNG3989,DNG3989__ComplexroadDinga,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,1,1,1,1,1,0.9890046296296297,1,1,0.8457986111111111,1,1,0.9670910493827161,0.9780478395061728,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9889971064814814,0.9889971064814814
857,SLM3940,SLM3940__PindiRawan,3,C4-MBD-08,,GLO,,1,1,1,1,1,1,0.9474344135802469,1,1,1,1,1,1,0.9622685185185185,0.931886574074074,1,0.9769868827160494,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9909288194444444,0.9909288194444444
858,PHA5663,PHA5663_H_Ghanian Road Phalia Mandi Bahauddin,3,C4-MBD-08,,ATL,ATMDN5,1,1,1,0.9526041666666667,1,1,1,1,0.9207947530864198,1,1,0.9190509259259259,0.2210378086419753,0.9890393518518519,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.950126350308642,0.950126350308642
859,RUR6174,RUR6174__S_Adda kang chanan phaila road Gujrat_MR335300,3,C4-MBD-08,30,Stand by,,1,1,1,1,1,1,1,0.9584104938271605,1,1,1,1,1,1,1,0.8149498456790123,1,0.9810185185185185,0.9842399691358025,1,1,1,1,1,1,1,1,1,1,1,1,0.9869309413580245,0.9869309413580247
860,MBN9681,MBN9681__RailwayMandiBah,3,C4-MBD-08,30,Stand by,,1,1,0.9642168209876543,1,0.9511458333333334,1,1,1,1,1,1,1,1,1,1,0.972704475308642,1,1,0.9713541666666666,1,1,1,1,1,1,1,1,1,1,1,1,0.9929710648148149,0.9929710648148148
861,GJA8788,GJA8788__RukkanMalikwal,3,C4-MBD-08,27,Stand by,,1,1,0.9849537037037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9968171296296297,1,1,1,1,1,1,1,1,1,1,1,1,0.9990885416666666,0.9990885416666667
862,MLL3801,MLL3801__MozGhughiat_Miani,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,0.997337962962963,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998668981481481,0.9998668981481481
863,RUR1097,RUR1097__ChakSaidan,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,0.9549189814814815,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.997745949074074,0.9977459490740741
864,RUR6177,RUR6177__S_Hailan_MR4W4343,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,0.9900655864197531,0.9478780864197531,1,1,0.9773148148148149,0.9419560185185185,1,1,1,1,1,0.971604938271605,1,1,1,1,1,1,1,1,1,1,1,1,1,0.991440972222222,0.9914409722222223
865,KHR0295,KHR0295__FruitMandi,3,C4-MBD-08,"31, 31",Stand by,,1,1,1,1,1,1,1,1,0.9777199074074074,1,1,1,1,1,1,1,1,1,1,0.9257716049382716,1,1,1,1,1,1,1,1,1,1,1,0.9951745756172841,0.995174575617284
866,MUS9612,MUS9612__LakhaMusaKhurd,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9955439814814815,0.9557291666666666,1,1,1,1,1,1,1,1,1,1,1,0.9975636574074075,0.9975636574074075
867,HWY3259,HWY3259__JINNAH_ABADIwarid_MR1V3639,4,C4-MBD-08,20,Stand by,,0.9810416666666667,1,1,1,0.9924623842592593,0.993041087962963,0.9502604166666667,1,1,0.9764178240740741,1,1,1,1,1,1,0.9843460648148148,0.9919560185185186,0.9877025462962963,0.9771556712962963,1,1,1,1,1,1,1,1,1,1,1,0.9917191840277777,0.9917191840277778
868,KHJ6978,KHJ6978__ChakGillanGujrat,3,C4-MBD-08,,GLO,,1,1,1,1,1,1,1,0.9964120370370371,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9998206018518518,0.999820601851852
869,KHR5760,KHR5760__S_BismillahPlaza,3,C4-MBD-08,,Enfrashare,EC1-KHR-02341,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9954282407407408,0.8170138888888889,1,1,1,1,1,1,1,1,1,1,1,0.9906221064814815,0.9906221064814815
870,GOW6984,GOW6984__Ghughanwali_Phalia,4,C4-MBD-08,20,Stand by,,0.930949074074074,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9965474537037038,0.9965474537037037
871,RUR0374,RUR0374__ChorundPI_NEW,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,0.9385416666666667,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9969270833333332,0.9969270833333332
872,RUR4398,RUR4398__MLLBagowalPindMa,3,C4-MBD-08,31,Stand by,,1,0.9197337962962964,1,1,1,1,0.9927083333333333,1,0.9706018518518519,1,1,1,1,1,1,0.9868055555555556,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9934924768518518,0.9934924768518519
873,RUR5930,RUR5930_H_USF_USLK001_Mojianwala,3,C4-MBD-08,20,Solar+DG,Solar+DG,1,1,0.9951388888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9761188271604938,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9985628858024691,0.9985628858024691
874,MLL8916,MLL8916__Miani,4,C4-MBD-08,31,Stand by,,1,1,0.9777488425925925,1,1,1,0.997337962962963,1,1,1,0.8060474537037037,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.989056712962963,0.9890567129629629
875,BGA6986,BGA6986__MajhiMalakwal,3,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8256365740740742,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9912818287037037,0.9912818287037036
876,MUS9610,MUS9610__SyedVillageMusaKhur,3,C4-MBD-08,27,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
877,KHR1399,KHR1399__NeaAra,4,C4-MBD-08,,CP Prime,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.8974537037037037,1,1,1,1,1,1,1,1,1,1,1,0.9948726851851852,0.9948726851851852
878,KHR2593,KHR2593_0295 Offload,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,1,1,0.9901041666666667,0.9677083333333333,0.9867476851851852,1,1,1,1,1,1,1,1,0.9557947530864197,1,1,1,1,1,1,1,1,1,1,1,0.99501774691358,0.9950177469135802
879,BGA6989,BGA6989__Chak3MandiBaudin,3,C4-MBD-08,20,Stand by,,1,1,0.9889081790123457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9968171296296297,1,1,1,1,1,1,1,1,1,1,1,1,0.9992862654320988,0.9992862654320988
880,RUR1309,RUR1309__Khai_LBMR07TP,3,C4-MBD-08,,Telenor,LBMR07,1,1,0.9888888888888889,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9969135802469136,1,1,1,1,1,1,1,1,1,1,1,1,0.9992901234567901,0.9992901234567901
881,RUR6208,RUR6208__S_GaliNamber_wali_KhutialaSheikhan_MR335302,3,C4-MBD-08,30,Stand by,,0.9901234567901235,1,0.9883680555555555,1,1,1,1,0.9766203703703704,1,1,1,0.9884645061728395,0.9568287037037038,0.9620949074074074,0.9901620370370371,0.9641782407407408,0.9685185185185186,1,0.996875,0.9302469135802469,1,1,1,1,1,1,1,1,1,1,1,0.9856240354938273,0.9856240354938273
882,MIR2210,MIR2210__Sheikhatahir,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9835648148148148,1,0.9319251543209877,0.7336998456790124,1,1,1,1,1,1,1,1,1,1,1,0.9824594907407409,0.9824594907407408
883,RUR0755,RUR0755_PharianWalNEW,3,C4-MBD-08,9,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
884,MCK6200,MCK6200__S_Mano_Chak_MDPH1591,3,C4-MBD-08,20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
885,RUR9063,RUR9063__S_Doga_CMPak4824,3,C4-MBD-08,,CM Pak,4824,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9479166666666666,1,0.988233024691358,0.8616203703703703,1,1,1,1,1,1,1,1,1,1,1,0.9898885030864198,0.9898885030864197
886,RUR4320,RUR4320__HKUNPahrianwali,3,C4-MBD-08,33+20,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
887,MLL4167,MLL4167__ParachaPtrlPump,4,C4-MBD-08,30,Stand by,,0.9640625,0.996484375,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9980273437499999,0.99802734375
888,MBN6233,MBN6233__S_Main_City_Bazar_MDMB4173,3,C4-MBD-08,27,Stand by,,0.9808063271604939,0.9867476851851852,0.9648148148148148,0.9874421296296296,0.963329475308642,0.9555594135802469,0.948070987654321,1,0.933371913580247,0.9839699074074074,0.99375,0.9902777777777778,0.9937307098765432,0.9703896604938271,0.9576311728395062,0.8936921296296296,1,0.9679783950617284,0.8240393518518518,1,1,1,1,1,1,1,1,1,1,1,1,0.9647800925925925,0.9647800925925926
889,MBN6918,MBN6918__CivilCourtMndiBhudin,3,C4-MBD-08,20,Stand by,,1,1,1,0.9492862654320987,1,0.98125,1,1,1,1,1,1,1,1,1,1,0.9138695987654321,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9922202932098767,0.9922202932098766
890,MBN9682,MBN9682__PhaliaRdMandiBah,3,C4-MBD-08,30+31+31,Stand by,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
