Sr. No,Site Code,Site Name,Cells,New MBU,DG Rating,OMO Host Name,Host ID,2026-08-01 00:00:00,2026-08-02 00:00:00,2026-08-03 00:00:00,2026-08-04 00:00:00,2026-08-05 00:00:00,2026-08-06 00:00:00,2026-08-07 00:00:00,2026-08-08 00:00:00,2026-08-09 00:00:00,2026-08-10 00:00:00,2026-08-11 00:00:00,2026-08-12 00:00:00,2026-08-13 00:00:00,2026-08-14 00:00:00,2026-08-15 00:00:00,2026-08-16 00:00:00,2026-08-17 00:00:00,2026-08-18 00:00:00,2026-08-19 00:00:00,2026-08-20 00:00:00,2026-08-21 00:00:00,2026-08-22 00:00:00,2026-08-23 00:00:00,2026-08-24 00:00:00,2026-08-25 00:00:00,2026-08-26 00:00:00,2026-08-27 00:00:00,2026-08-28 00:00:00,2026-08-29 00:00:00,2026-08-30 00:00:00,2026-08-31 00:00:00,TDT,T-Fuel,Occurrence ,Total NAR,1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th,14th,15th,16th,17th,18th,19th,20th,21st,22nd,23rd,24th,25th,26th,27th,28th,29th,30th,31st,Fuel Total,MBU,OMO Host Name,Host ID,Type
819,KHR2637,KHR2637__BidarMarjan,3,C4-MBD-08,31,Stand by,,,,,,,,,,,,,,,,,,,,,237.5,,,,,,,,,,,,237.5,,1,0.9972511574074074,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
820,DNG6229,DNG6229__S_Mohallah_Baggi_MDLM2861,3,C4-MBD-08,20,Stand by,,,,,95.25,,,44.75,267.5,,,,,,,,,,35.91666666666666,,57.999999999999986,,,,,,,,,,,,501.41666666666663,,5,0.9941965663580247,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
821,RUR1066,RUR1066__Shaheedanwali,3,C4-MBD-08,20,Stand by,,,,57,,,,13.333333333333336,,,,,,,,,,,,,18.75,,,,,,,,,,,,89.08333333333334,,3,0.9989689429012345,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
822,RUR1062,RUR1062_Chak_jano_kalan,3,C4-MBD-08,9,Stand by,,120.08333333333336,151.38333333333327,126.83333333333331,49.916666666666664,86.33333333333333,109.41666666666667,610.4166666666667,160.6666666666666,51.5,205.49999999999997,149.55000000000004,25.5,200.39999999999998,286.25000000000006,,,126.25000000000003,111.75000000000003,52.83333333333333,136.75,,,,,,,,,,,,2761.333333333333,,18,0.9680401234567901,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
823,RUR4314,RUR4314__BHEChak22Malikwal,3,C4-MBD-08,9,Stand by,,,,241.74999999999994,,,,,,,,,434.54999999999995,2621.35,,,1040.166666666666,,,,,,,,,,,,,,,,4337.816666666666,,4,0.9497937885802469,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
824,RUR3508,RUR3508__DNGShahana,3,C4-MBD-08,27,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
825,BGA6987,BGA6987__KhewaMandi,3,C4-MBD-08,30,Stand by,,284.75,,34.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.25,,2,0.9963049768518519,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
826,RUR6178,RUR6178__S_Ghunian_Village_Samma_Road_MR2C3723,3,C4-MBD-08,9,Stand by,,,,,,,,475.3333333333333,,,,,,,,,,,,,,,,,,,,,,,,,475.3333333333333,,1,0.9944984567901234,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
827,HFQ8540,HFQ8540__ChotDheeran,3,C4-MBD-08,9,Stand by,,,99.24999999999999,,,393.24999999999994,340.15,168.03333333333333,,,,,,,,,135,,,,,,,,,,,,,,,,1135.6833333333332,,5,0.9868555169753087,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
828,RUR0776,RUR0776__BahddarMor,3,C4-MBD-08,9,Stand by,,,,,,,,,,,,,,,,,,,,6.999999999999999,,,,,,,,,,,,,6.999999999999999,,1,0.9999189814814815,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
829,DNG6228,DNG6228__S_Mohalla_Kisabaan_MDLM2862,4,C4-MBD-08,31,Stand by,,,,,,,,,,,,104.58333333333333,,,,,,,148.75000000000003,142.5,,,,,,,,,,,,,395.83333333333337,,3,0.9965639467592592,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
830,RUR1771,RUR1771_MorhiSharif,3,C4-MBD-08,27,Stand by,,,,,,,,,,,,,,,,,,,,,390.9166666666667,,,,,,,,,,,,390.9166666666667,,1,0.9954755015432099,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
831,RUR0180,RUR0180_Manget,3,C4-MBD-08,27,Stand by,,,,,,,,,,,,,,,52.66666666666666,,,,,,,,,,,,,,,,,,52.66666666666666,,1,0.9993904320987654,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
832,KHJ6979,KHJ6979__KhujianwalaGujrat,3,C4-MBD-08,,CP Prime,,,,,,,,,,2.5,,,,,,,,,,,234.25,,,,,,,,,,,,236.75,,2,0.9972598379629629,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
833,DIL2201,DIL2201__Basoha,3,C4-MBD-08,20,Stand by,,,,,,,,13.25,,,,,37.5,,,546.5,,,86.16666666666666,,,,,,,,,,,,,,683.4166666666666,,4,0.9920900848765432,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
834,MLL8787,MLL8787__GreenTown,3,C4-MBD-08,,CP Prime,,,,,,,,,,,,,,,,,,,,,689.3166666666667,,,,,,,,,,,,689.3166666666667,,1,0.9920217978395062,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
835,KHR0629,KHR0629__GalianaRoad,3,C4-MBD-08,27,Stand by,,,,,,,,,26.75,,,,,,,,,,,,,,,,,,,,,,,,26.75,,1,0.9996903935185185,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
836,KHR0242,KHR0242__GTRoadKharian,3,C4-MBD-08,20,Stand by,,,,,177.83333333333334,,,,,,,,,59.08333333333334,,,,627.4666666666667,262,,262.6666666666667,,,,,,,,,,,,1389.0500000000002,,5,0.9839230324074074,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
837,RUR6534,RUR6534__S_KhoriAlam,3,C4-MBD-08,,E.Co,e.coPK019337PU,100.41666666666669,,,,,,327.2499999999999,,,,1270.2166666666667,385.91666666666674,243.01666666666662,173.74999999999997,365.05,347.5,461.16666666666663,283.8833333333333,483.08333333333337,538.9499999999999,,,,,,,,,,,,4980.2,,12,0.9423587962962964,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,,,,Macro
838,HWY0478,HWY0478__MalikPura,3,C4-MBD-08,9,Stand by,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,12,,1,0.9998611111111111,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
839,PPW3212,PPW3212__KhanWali,4,C4-MBD-08,,CP Prime,,,,400.1666666666666,,,,,,,6.416666666666667,,,,126.66666666666669,,,,,,,,,,,,,,,,,,533.25,,3,0.99537109375,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
840,CML9909,CML9909__Chak_Saada,3,C4-MBD-08,,CP Prime,,,,,,,,,,,125.74999999999997,,,,,,,,,,,,,,,,,,,,,,125.74999999999997,,1,0.9985445601851852,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
841,RUR8759,RUR8759__Matwanwala,4,C4-MBD-08,9,Stand by,,,,,,,,,,,,,,,,,,23.083333333333332,,21.416666666666664,,,,,,,,,,,,,44.5,,2,0.9996137152777778,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
842,MBN9802,MBN9802__MohalahManzorabad_N,3,C4-MBD-08,30,Stand by,,42.24999999999999,,,27.25,,184.5,,,691.9166666666667,,,,,,,1098.1999999999998,1098.6333333333334,241.73333333333335,,,,,,,,,,,,,,3384.4833333333336,,7,0.9608277391975308,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
843,RUR0733,RUR0733_Mona Depot,3,C4-MBD-08,9,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
844,RUR4533,RUR4533__MBNFahdFlourMill,3,C4-MBD-08,20,Stand by,,,,,,,,,,,,,,,173.3,,,,,,,,,,,,,,,,,,173.3,,1,0.997994212962963,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
845,MCK8972,MCK8972__RanmalSharif,3,C4-MBD-08,9,Stand by,,,,,,,22.499999999999996,9.083333333333334,,,,,,,,,,,,,52.250000000000014,,,,,,,,,,,,83.83333333333334,,3,0.9990297067901234,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
846,MIR2211,MIR2211__BhaoGhaseetPur,4,C4-MBD-08,27,Stand by,,,,182.98333333333332,,,,,,,,,,,,,6.750000000000001,82.33333333333331,,764.6666666666664,42.75,,,,,,,,,,,,1079.4833333333331,,5,0.9906294849537036,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
847,RUR1731,RUR1731__Dhunni,3,C4-MBD-08,31,Stand by,,,,,,,,,,,,,,,,207.5,,16.5,,519.9999999999999,5.750000000000001,,,,,,,,,,,,749.7499999999999,,4,0.9913223379629629,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
848,BGL2205,BGL2205__PindiHashim,3,C4-MBD-08,20,Stand by,,,,,,,,,13.833333333333332,,,,14.833333333333332,,,,,230,,,357,,,,,,,,,,,,615.6666666666667,,4,0.9928742283950618,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
849,MBN6230,MBN6230__S_MohallahShafaqtabad_MDMB3286,3,C4-MBD-08,20,Stand by,,,,,,,,780.6666666666666,,,,,,,,,,,,,,,,,,,,,,,,,780.6666666666666,,1,0.9909645061728395,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
850,NKW6941,NKW6941__NakkayWalaChwkGojra,3,C4-MBD-08,,CP Prime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
851,RUR6176,RUR6176__S_Dhol_Ranjha_MDPH1532,4,C4-MBD-08,9,Stand by,,450.56666666666683,107.19999999999999,1088.2,556.0333333333334,368,350.6666666666667,,,,,,,,,,,,,,,,,,,,,,,,,,2920.666666666667,,6,0.9746469907407408,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
852,RUR0748,RUR0748__CivilCourts_NEW,3,C4-MBD-08,27,Stand by,,,,,,,,11.75,,,,,,,,,,,,,,,,,,,,,,,,,11.75,,1,0.9998640046296297,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
853,RUR4413,RUR4413__DNGMojianwala,3,C4-MBD-08,20,Stand by,,,,,,,,329.7500000000001,,,,,,,,,,,,,224.25,,,,,,,,,,,,554.0000000000001,,2,0.9935879629629629,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
854,MBN4532,MBN4532__Rasoolroad,3,C4-MBD-08,,CP Prime,,,,,,,,,14,536.3333333333333,,,,,,,,,,,,,,,,,,,,,,,550.3333333333333,,2,0.9936304012345678,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
855,RUR6175,RUR6175__S_Mohalla_ShamsAbad_MandiBahaodin_MR335410,3,C4-MBD-08,20,Stand by,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,1,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
856,DNG3989,DNG3989__ComplexroadDinga,3,C4-MBD-08,27,Stand by,,,,,,,,,,,,47.49999999999999,,,666.1499999999999,,,142.16666666666666,94.83333333333331,,,,,,,,,,,,,,950.6499999999999,,4,0.9889971064814814,3595.316666666667,4850.650000000001,5488.583333333333,3405.6666666666665,7745.433333333333,4089.8333333333326,11643.316666666666,3287.3333333333335,6902.666666666665,1686.9499999999998,4980.7,2981.733333333334,8375.966666666665,3966.8333333333335,6690.366666666667,14420.800000000001,15984.616666666665,6767.516666666667,11384.316666666664,16134.36666666667,0,0,0,0,0,0,0,0,0,0,0,0,C4-MBD-08,,,Macro
